avg_prev,var_prev,avg_div,max_abundance,avg_npmi
1.735652173913043441e+02,8.841165394539164879e+01,1.395652173913043548e+01,4.400000000000000000e+01,2.341074567362369171e-02
5.121739130434782794e+01,2.514676288897770817e+01,6.565217391304347672e+00,2.700000000000000000e+01,-4.54E-01
1.133478260869565162e+02,5.854804452572742690e+01,9.478260869565216851e+00,4.600000000000000000e+01,-2.82E-01
1.327391304347825951e+02,6.584086696608611078e+01,1.417391304347826164e+01,3.900000000000000000e+01,1.171885973302609768e-01
2.038260869565217490e+02,1.021597021485624879e+02,1.173913043478260931e+01,5.300000000000000000e+01,-2.44E-01
1.804347826086956559e+02,9.252902546422761532e+01,1.291304347826086918e+01,4.200000000000000000e+01,-3.51E-02
5.595652173913043725e+01,2.951498580978447350e+01,1.043478260869565233e+01,2.100000000000000000e+01,-5.98E-02
6.995652173913043725e+01,3.449832441368390334e+01,1.130434782608695699e+01,2.600000000000000000e+01,-2.20E-02
1.050434782608695627e+02,5.266659995659623661e+01,1.243478260869565233e+01,3.100000000000000000e+01,-3.16E-02
9.652173913043478137e+01,4.811243419440209124e+01,1.095652173913043548e+01,2.600000000000000000e+01,-2.10E-01
5.908695652173913260e+01,3.119719253609829934e+01,7.434782608695652328e+00,3.100000000000000000e+01,-4.08E-01
2.821739130434782439e+01,1.805032490702069836e+01,3.260869565217391131e+00,3.800000000000000000e+01,-5.49E-01
3.652173913043478048e+00,3.283688276260731786e+00,1.260869565217391353e+00,1.200000000000000000e+01,-4.22E-01
1.119565217391304373e+02,5.825607909041031718e+01,1.243478260869565233e+01,2.700000000000000000e+01,-4.09E-02
1.157826086956521721e+02,6.012710515818600499e+01,1.013043478260869534e+01,4.100000000000000000e+01,-2.19E-01
9.078260869565217206e+01,4.379804532971257203e+01,1.156521739130434767e+01,2.500000000000000000e+01,-1.20E-02
9.565217391304348116e-01,1.065076218764956062e+00,6.956521739130434590e-01,3.000000000000000000e+00,-5.09E-01
9.500000000000000000e+01,4.682656588654855057e+01,1.360869565217391219e+01,3.100000000000000000e+01,2.393909449245643639e-01
3.230434782608695343e+01,1.603812158182864422e+01,6.956521739130434590e+00,1.700000000000000000e+01,-3.84E-01
1.464782608695652186e+02,7.261534371117780040e+01,9.869565217391304657e+00,4.900000000000000000e+01,-2.36E-01
4.060869565217391397e+01,2.167264536950330367e+01,6.434782608695652328e+00,2.600000000000000000e+01,-4.56E-01
1.359565217391304373e+02,7.057457581160613813e+01,1.291304347826086918e+01,3.300000000000000000e+01,4.127782287597513144e-02
6.343478260869564878e+01,3.196848744816244903e+01,8.782608695652173836e+00,2.800000000000000000e+01,-3.35E-01
2.665217391304347672e+01,1.307533658754031336e+01,5.565217391304347672e+00,1.900000000000000000e+01,-4.75E-01
5.539130434782608603e+01,2.882981274248583148e+01,7.956521739130434590e+00,2.700000000000000000e+01,-3.84E-01
1.355652173913043441e+02,6.725381103561514351e+01,1.360869565217391219e+01,4.300000000000000000e+01,-6.63E-04
1.583478260869565304e+02,8.036372355261487144e+01,1.082608695652173836e+01,6.200000000000000000e+01,-1.36E-01
3.060869565217391397e+01,1.581351300868625209e+01,5.173913043478260754e+00,2.400000000000000000e+01,-4.95E-01
1.263043478260869534e+02,5.928010150786356292e+01,1.304347826086956452e+01,3.600000000000000000e+01,-9.22E-03
9.147826086956521863e+01,4.441116727419046839e+01,9.608695652173912194e+00,3.100000000000000000e+01,-2.14E-01
8.808695652173912549e+01,4.494229941469218659e+01,1.452173913043478315e+01,2.200000000000000000e+01,2.329677584964071624e-01
5.721739130434782794e+01,3.121910330338130635e+01,8.173913043478261642e+00,2.700000000000000000e+01,-3.39E-01
1.624347826086956559e+02,8.175841690723876809e+01,1.139130434782608781e+01,4.800000000000000000e+01,-1.92E-01
7.391304347826086474e-01,1.009833078211345825e+00,4.347826086956521618e-01,3.000000000000000000e+00,-2.84E-01
2.952173913043478137e+01,1.629799085558872562e+01,3.956521739130434590e+00,2.200000000000000000e+01,-4.19E-01
1.413478260869565304e+02,6.960708473323163048e+01,1.430434782608695699e+01,3.100000000000000000e+01,3.034308092548914162e-02
8.126086956521739069e+01,4.227100595755951673e+01,1.256521739130434767e+01,2.100000000000000000e+01,6.064671749306702747e-02
6.391304347826086918e+00,5.483356059557808138e+00,1.739130434782608647e+00,1.600000000000000000e+01,-4.67E-01
1.574347826086956559e+02,7.786575048642522745e+01,1.400000000000000000e+01,3.400000000000000000e+01,9.594033379522051708e-02
1.634782608695652328e+01,1.058132443872081474e+01,3.739130434782608869e+00,1.800000000000000000e+01,-4.69E-01
8.947826086956521863e+01,4.530890898268883404e+01,1.256521739130434767e+01,2.600000000000000000e+01,1.155379184652432917e-01
1.582173913043478137e+02,7.766885214090250145e+01,1.465217391304347849e+01,4.300000000000000000e+01,1.085667347159722934e-01
8.339130434782609314e+01,4.097531311149410271e+01,1.117391304347826164e+01,2.400000000000000000e+01,-1.12E-01
3.539130434782608603e+01,1.843351475989215871e+01,6.565217391304347672e+00,2.500000000000000000e+01,-4.38E-01
9.482608695652173481e+01,4.729852215057526621e+01,1.304347826086956452e+01,2.600000000000000000e+01,4.101328706353364606e-02
1.148260869565217348e+02,5.944948365393401701e+01,1.317391304347826164e+01,3.700000000000000000e+01,6.495760787401162750e-02
1.236956521739130466e+02,6.312356913417645643e+01,8.478260869565216851e+00,5.000000000000000000e+01,-3.53E-01
1.853043478260869676e+02,9.119830280648103837e+01,1.391304347826086918e+01,4.900000000000000000e+01,1.706614694345667121e-02
1.542608695652174049e+02,7.664511927253030876e+01,1.434782608695652151e+01,3.600000000000000000e+01,1.044750261004313285e-01
1.254782608695652186e+02,6.300207035935578403e+01,1.347826086956521685e+01,2.900000000000000000e+01,2.718986860930527882e-03
1.391739130434782510e+02,6.990880564506426254e+01,1.426086956521739069e+01,2.900000000000000000e+01,1.152993357188686202e-01
9.208695652173912549e+01,4.834526680177064861e+01,1.247826086956521685e+01,3.200000000000000000e+01,4.093936350411726821e-02
1.926086956521739069e+01,1.113233370659273547e+01,4.173913043478260754e+00,1.400000000000000000e+01,-5.27E-01
9.234782608695651618e+01,4.274513124391231145e+01,1.226086956521739069e+01,2.200000000000000000e+01,-4.13E-02
5.573913043478260931e+01,2.704578170991541697e+01,9.565217391304347672e+00,2.100000000000000000e+01,-2.20E-01
1.379130434782608745e+02,6.863335595326164196e+01,1.504347826086956452e+01,3.000000000000000000e+01,1.610620914433516238e-01
1.657391304347825951e+02,8.446743180405761109e+01,1.204347826086956452e+01,4.200000000000000000e+01,-1.38E-01
9.786956521739129755e+01,4.945273624916668354e+01,1.152173913043478315e+01,3.500000000000000000e+01,5.135210971381494460e-02
1.267826086956521721e+02,6.533268465166931094e+01,1.082608695652173836e+01,3.700000000000000000e+01,-1.53E-01
6.830434782608695343e+01,3.432655317628653080e+01,1.186956521739130466e+01,2.700000000000000000e+01,1.820937380596820976e-02
1.058260869565217348e+02,5.361279712727434799e+01,9.217391304347826164e+00,4.900000000000000000e+01,-3.04E-01
7.604347826086956275e+01,3.792274235009617911e+01,7.478260869565217739e+00,3.800000000000000000e+01,-4.10E-01
9.569565217391304657e+01,4.953275755645191936e+01,1.100000000000000000e+01,2.500000000000000000e+01,-1.44E-01
1.100000000000000000e+01,6.374665766639348696e+00,2.739130434782608869e+00,1.200000000000000000e+01,-3.91E-01
5.056521739130435122e+01,2.850968908181044981e+01,7.695652173913043903e+00,2.700000000000000000e+01,-2.68E-01
4.521739130434782261e+00,2.447068101318416122e+00,1.913043478260869623e+00,7.000000000000000000e+00,-5.74E-01
4.113043478260869534e+01,2.312280328205369884e+01,8.086956521739130821e+00,2.400000000000000000e+01,-3.39E-01
7.047826086956521863e+01,3.619752573816637664e+01,1.043478260869565233e+01,2.100000000000000000e+01,-1.87E-01
1.868260869565217490e+02,9.388080071603035037e+01,1.500000000000000000e+01,4.000000000000000000e+01,1.499036671062562442e-01
9.308695652173912549e+01,4.706563409796449093e+01,8.913043478260869179e+00,3.400000000000000000e+01,-3.61E-01
8.521739130434782794e+01,4.403403283178626282e+01,9.652173913043478493e+00,2.700000000000000000e+01,-2.77E-01
1.800000000000000000e+01,1.004082575380042286e+01,5.043478260869565410e+00,1.100000000000000000e+01,-4.71E-01
8.434782608695652328e+00,6.535400710789881273e+00,1.869565217391304435e+00,1.900000000000000000e+01,-5.36E-01
4.386956521739130466e+01,2.215504118259254795e+01,8.130434782608695343e+00,1.500000000000000000e+01,-3.49E-01
1.956521739130434767e+01,1.157122641004016650e+01,4.913043478260869179e+00,1.800000000000000000e+01,-5.66E-01
2.013913043478260931e+02,1.010354299380509389e+02,1.060869565217391219e+01,6.000000000000000000e+01,-2.02E-01
6.913043478260869179e+00,5.160276978808765236e+00,2.130434782608695787e+00,9.000000000000000000e+00,-6.15E-01
7.921739130434782794e+01,4.461650379699415225e+01,1.117391304347826164e+01,2.600000000000000000e+01,2.278673765215376984e-02
3.534782608695652328e+01,1.916343273399099445e+01,6.565217391304347672e+00,1.900000000000000000e+01,-4.10E-01
1.721304347826086882e+02,8.645719085074630073e+01,1.465217391304347849e+01,3.900000000000000000e+01,4.967736456616368007e-02
3.773913043478260931e+01,2.124792479985740457e+01,5.956521739130434590e+00,2.500000000000000000e+01,-3.80E-01
4.782608695652173836e+00,4.766898379250680939e+00,1.043478260869565188e+00,1.400000000000000000e+01,-3.63E-01
1.002608695652173907e+02,5.069536234061109070e+01,1.408695652173913082e+01,3.300000000000000000e+01,1.061658691210683320e-01
6.747826086956521863e+01,3.470246201014010978e+01,1.065217391304347849e+01,2.400000000000000000e+01,-2.32E-01
1.899130434782608745e+02,9.615702737212437512e+01,1.304347826086956452e+01,4.600000000000000000e+01,5.171821509570146552e-02
8.804347826086956275e+01,4.679790036167081979e+01,1.195652173913043548e+01,2.900000000000000000e+01,2.224573551264241167e-01
3.839130434782608603e+01,1.959299302031395129e+01,8.478260869565216851e+00,2.500000000000000000e+01,-3.02E-01
7.621739130434782794e+01,3.750752230218643035e+01,1.160869565217391219e+01,2.700000000000000000e+01,1.333941662947313034e-01
2.826086956521739069e+01,1.701127270986759754e+01,5.521739130434782261e+00,2.200000000000000000e+01,-4.70E-01
9.086956521739129755e+01,4.954364865983978206e+01,1.104347826086956452e+01,2.500000000000000000e+01,-3.47E-02
5.500000000000000000e+01,2.921705603986075062e+01,5.478260869565217739e+00,3.900000000000000000e+01,-4.73E-01
1.020869565217391255e+02,5.430043783807929714e+01,1.130434782608695699e+01,3.100000000000000000e+01,-2.54E-01
5.086956521739130821e+00,2.998682187505050667e+00,2.478260869565217295e+00,7.000000000000000000e+00,-6.59E-01
1.631304347826086882e+02,8.170696217571786235e+01,1.530434782608695699e+01,4.000000000000000000e+01,1.638589806723936837e-01
1.196956521739130466e+02,5.920030311854883109e+01,1.208695652173913082e+01,4.000000000000000000e+01,-5.35E-02
1.695652173913043459e+00,1.869243468958781573e+00,7.826086956521739468e-01,7.000000000000000000e+00,-3.62E-01
1.363913043478260931e+02,7.027396978995513166e+01,1.356521739130434767e+01,3.500000000000000000e+01,1.363490187090551746e-02
2.813043478260869534e+01,1.734490846912636641e+01,5.130434782608695343e+00,2.000000000000000000e+01,-4.74E-01
1.217391304347826164e+01,8.408070657048087426e+00,3.347826086956521952e+00,1.700000000000000000e+01,-5.11E-01
8.739130434782609314e+00,5.545000953392391629e+00,2.347826086956521952e+00,1.300000000000000000e+01,-5.06E-01
1.001739130434782652e+02,5.066077214168862497e+01,1.339130434782608781e+01,3.000000000000000000e+01,2.404199195668970945e-01
9.178260869565217206e+01,4.494537747668540106e+01,1.282608695652173836e+01,2.900000000000000000e+01,-3.68E-02
2.085217391304347814e+02,1.020689916251914298e+02,1.308695652173913082e+01,4.900000000000000000e+01,-1.50E-02
3.652173913043478048e+00,2.639020060073502982e+00,1.869565217391304435e+00,7.000000000000000000e+00,-5.81E-01
4.586956521739130466e+01,2.706272906319365035e+01,8.000000000000000000e+00,2.300000000000000000e+01,-3.80E-01
1.293478260869565304e+02,6.709871201558340204e+01,1.439130434782608781e+01,3.100000000000000000e+01,2.101095585448429504e-01
8.113043478260870245e+01,3.498740597808158270e+01,6.739130434782608425e+00,3.900000000000000000e+01,-4.55E-01
1.660869565217391397e+01,1.251812914585294401e+01,3.304347826086956541e+00,2.300000000000000000e+01,-5.17E-01
6.900000000000000000e+01,3.664696440361738894e+01,9.913043478260869179e+00,2.800000000000000000e+01,-2.78E-01
7.621739130434782794e+01,3.860870900544582440e+01,9.869565217391304657e+00,2.800000000000000000e+01,-3.23E-01
1.143043478260869534e+02,5.732398734990177047e+01,9.260869565217390686e+00,4.800000000000000000e+01,-3.56E-01
1.391304347826086882e+02,7.173328398742492595e+01,1.308695652173913082e+01,4.300000000000000000e+01,-7.61E-02
6.834782608695651618e+01,3.459454593856742832e+01,6.869565217391304657e+00,4.100000000000000000e+01,-4.20E-01
1.173043478260869534e+02,6.001396411942859999e+01,1.260869565217391219e+01,3.100000000000000000e+01,-8.87E-02
1.728260869565217490e+02,8.511738000811961058e+01,1.360869565217391219e+01,4.100000000000000000e+01,9.330617916956292224e-02
1.196956521739130466e+02,5.900495725137977843e+01,1.134782608695652151e+01,3.200000000000000000e+01,-1.10E-01
5.656521739130435122e+01,2.983869678935319314e+01,1.004347826086956452e+01,2.200000000000000000e+01,-2.82E-01
2.078260869565217490e+02,1.022775422669801486e+02,1.282608695652173836e+01,4.900000000000000000e+01,2.782520159664177845e-02
8.000000000000000000e+01,4.102105889329617128e+01,1.113043478260869534e+01,2.800000000000000000e+01,-1.60E-01
2.739130434782608869e+00,2.300541266436460841e+00,1.347826086956521729e+00,6.000000000000000000e+00,-5.24E-01
1.934782608695652328e+01,1.055982392954186189e+01,5.739130434782608425e+00,1.200000000000000000e+01,-4.50E-01
1.630434782608695699e+01,1.027545523259938776e+01,3.521739130434782705e+00,1.400000000000000000e+01,-5.06E-01
4.517391304347825809e+01,2.378626833416334918e+01,5.782608695652173836e+00,2.200000000000000000e+01,-4.12E-01
1.900000000000000000e+01,1.212810410125626781e+01,4.130434782608695343e+00,1.900000000000000000e+01,-5.61E-01
1.421304347826086882e+02,7.013448402749087052e+01,1.386956521739130466e+01,3.400000000000000000e+01,1.727212850370107855e-01
1.366956521739130324e+02,6.923375082258961299e+01,1.282608695652173836e+01,3.200000000000000000e+01,-2.67E-02
1.661739130434782510e+02,8.519797915545834144e+01,1.200000000000000000e+01,5.300000000000000000e+01,-3.13E-02
5.282608695652174191e+01,2.659913220374106402e+01,9.608695652173912194e+00,2.700000000000000000e+01,-1.13E-01
8.186956521739129755e+01,4.119058183153708796e+01,1.256521739130434767e+01,2.700000000000000000e+01,-3.05E-02
1.843478260869565304e+02,9.112409555388647675e+01,1.391304347826086918e+01,5.300000000000000000e+01,5.997047236345941224e-03
1.281739130434782510e+02,6.377278713876821570e+01,1.365217391304347849e+01,3.100000000000000000e+01,-4.92E-03
1.111304347826087024e+02,5.588649564301663020e+01,1.382608695652173836e+01,3.100000000000000000e+01,9.083007116722260910e-02
1.780434782608695627e+02,8.639890480201783873e+01,1.313043478260869534e+01,4.700000000000000000e+01,1.185256910444517225e-01
2.134782608695652328e+01,1.300562359363396858e+01,4.652173913043478493e+00,1.700000000000000000e+01,-5.40E-01
9.565217391304347672e+00,5.307165712990158823e+00,3.478260869565217295e+00,1.100000000000000000e+01,-5.68E-01
1.343478260869565304e+02,6.524402354772161061e+01,1.056521739130434767e+01,4.800000000000000000e+01,-6.83E-02
1.346086956521739069e+02,6.826535067489800213e+01,1.243478260869565233e+01,3.700000000000000000e+01,7.730929616589370112e-02
1.342608695652174049e+02,6.786297517210311980e+01,1.430434782608695699e+01,3.700000000000000000e+01,1.064538388465694069e-01
9.343478260869565588e+01,4.800172921786399627e+01,1.226086956521739069e+01,3.100000000000000000e+01,3.624652799838553804e-03
2.504347826086956630e+01,1.461468209734047363e+01,5.652173913043478493e+00,1.600000000000000000e+01,-4.57E-01
1.560000000000000000e+02,7.884968438283520697e+01,1.247826086956521685e+01,4.700000000000000000e+01,-1.60E-01
8.756521739130434412e+01,4.286429546938752821e+01,9.869565217391304657e+00,3.300000000000000000e+01,-3.08E-01
1.047826086956521721e+02,5.134106678225454345e+01,1.295652173913043548e+01,2.900000000000000000e+01,7.097249977935919663e-02
2.639130434782608603e+01,1.439930279383750289e+01,6.304347826086956097e+00,1.500000000000000000e+01,-4.77E-01
6.634782608695651618e+01,3.418081425655490335e+01,1.069565217391304301e+01,2.600000000000000000e+01,-1.26E-01
3.100000000000000000e+01,1.591740042731966831e+01,4.956521739130434590e+00,3.100000000000000000e+01,-5.05E-01
2.943478260869565233e+01,1.409650532758360164e+01,4.695652173913043903e+00,1.800000000000000000e+01,-4.75E-01
1.257826086956521721e+02,6.439011536347594244e+01,1.439130434782608781e+01,2.600000000000000000e+01,1.207167450175981593e-01
4.047826086956521863e+01,2.376374160395965163e+01,7.434782608695652328e+00,2.100000000000000000e+01,-3.62E-01
1.041304347826087024e+02,5.447209823539026985e+01,1.482608695652173836e+01,2.500000000000000000e+01,2.238422827475228249e-01
3.947826086956521863e+01,2.031763579038348411e+01,7.130434782608695343e+00,2.600000000000000000e+01,-3.69E-01
6.152173913043478137e+01,3.393961156527252854e+01,9.695652173913043015e+00,2.500000000000000000e+01,-3.05E-01
2.860869565217391397e+01,1.548529839567717303e+01,4.521739130434782261e+00,2.000000000000000000e+01,-4.65E-01
2.630434782608695699e+01,1.516405673297190404e+01,5.434782608695652328e+00,3.700000000000000000e+01,-4.86E-01
4.352173913043478137e+01,2.325524293811337273e+01,7.304347826086956097e+00,2.300000000000000000e+01,-3.90E-01
1.377826086956521863e+02,6.707726651999519163e+01,1.386956521739130466e+01,3.500000000000000000e+01,1.634240915181823794e-01
1.403913043478260931e+02,6.941033400296501554e+01,1.517391304347826164e+01,3.400000000000000000e+01,1.346060448248166397e-01
1.923043478260869676e+02,9.799649102373220444e+01,1.117391304347826164e+01,4.900000000000000000e+01,-1.13E-01
1.608695652173913082e+00,1.876629726513672880e+00,1.130434782608695565e+00,6.000000000000000000e+00,-6.26E-01
8.013043478260870245e+01,3.991047293383493866e+01,1.186956521739130466e+01,2.500000000000000000e+01,5.435149270260552362e-02
1.067826086956521721e+02,5.442589333775466542e+01,1.126086956521739069e+01,3.300000000000000000e+01,-1.18E-01
1.261739130434782652e+02,6.407995869785941068e+01,1.308695652173913082e+01,3.800000000000000000e+01,6.989164992273468047e-02
1.895217391304347814e+02,9.846682393080301665e+01,1.152173913043478315e+01,5.200000000000000000e+01,-9.93E-02
1.405217391304347814e+02,7.027470097295287133e+01,1.256521739130434767e+01,3.600000000000000000e+01,-1.05E-01
7.782608695652173481e+01,4.114348747086009439e+01,1.113043478260869534e+01,2.900000000000000000e+01,-7.59E-02
1.095652173913043441e+02,5.558762622853507196e+01,1.430434782608695699e+01,3.900000000000000000e+01,2.066489406222943581e-01
4.930434782608695343e+01,2.732204368538790717e+01,6.956521739130434590e+00,2.600000000000000000e+01,-3.46E-01
1.230434782608695627e+02,6.297003490901595768e+01,1.252173913043478315e+01,3.400000000000000000e+01,2.004428959841793867e-01
1.251739130434782652e+02,5.983131756250085687e+01,1.186956521739130466e+01,3.600000000000000000e+01,-9.50E-02
7.826086956521739246e+00,4.744874496980385103e+00,2.652173913043478048e+00,9.000000000000000000e+00,-5.78E-01
1.204347826086956559e+02,5.864440303989066905e+01,6.347826086956521507e+00,6.500000000000000000e+01,-4.75E-01
2.391304347826087096e+01,1.340255417814170613e+01,4.391304347826086918e+00,2.300000000000000000e+01,-5.37E-01
8.321739130434782794e+01,4.233841638484231851e+01,1.021739130434782616e+01,2.900000000000000000e+01,-1.87E-01
9.813043478260870245e+01,4.906517404787050651e+01,1.230434782608695699e+01,2.900000000000000000e+01,5.960756716338091316e-02
1.436086956521739069e+02,7.341398128572883763e+01,1.013043478260869534e+01,4.800000000000000000e+01,-2.18E-01
1.026086956521739069e+02,5.141784190729092074e+01,9.130434782608695343e+00,3.900000000000000000e+01,-3.75E-01
1.421739130434782616e+01,7.716314014883310257e+00,3.391304347826086918e+00,1.800000000000000000e+01,-5.20E-01
7.352173913043478137e+01,3.671495801839476769e+01,7.695652173913043903e+00,3.800000000000000000e+01,-4.02E-01
1.652173913043478137e+02,8.477132690723112773e+01,9.434782608695652328e+00,4.800000000000000000e+01,-3.16E-01
8.304347826086956985e+00,6.211680951011099516e+00,1.782608695652173836e+00,1.600000000000000000e+01,-4.12E-01
3.595652173913043725e+01,2.151210707922732368e+01,7.260869565217391575e+00,2.400000000000000000e+01,-4.08E-01
4.069565217391304657e+01,2.109380517120584742e+01,4.608695652173913082e+00,3.700000000000000000e+01,-5.18E-01
8.717391304347826519e+01,4.450704967031325765e+01,1.147826086956521685e+01,2.900000000000000000e+01,-9.18E-02
7.760869565217390686e+01,4.171847108942902338e+01,8.260869565217390686e+00,4.200000000000000000e+01,-3.36E-01
1.739130434782608745e+02,8.670635556210203276e+01,1.460869565217391219e+01,4.200000000000000000e+01,2.579603522257541484e-02
6.426086956521739069e+01,3.326507503961631329e+01,1.056521739130434767e+01,1.900000000000000000e+01,-1.86E-01
7.839130434782609314e+01,3.951379405914618559e+01,4.521739130434782261e+00,4.900000000000000000e+01,-5.19E-01
7.960869565217390686e+01,4.050111011995370092e+01,1.160869565217391219e+01,3.000000000000000000e+01,4.488064210292781395e-03
8.600000000000000000e+01,4.128504021379348643e+01,1.234782608695652151e+01,2.100000000000000000e+01,-9.47E-02
9.695652173913043725e+01,4.922257266822867194e+01,1.334782608695652151e+01,2.900000000000000000e+01,5.087592857637997235e-02
1.215652173913043441e+02,6.127644222326800616e+01,1.004347826086956452e+01,6.500000000000000000e+01,-2.52E-01
4.943478260869564878e+01,2.594018659594435405e+01,7.086956521739130821e+00,2.100000000000000000e+01,-4.15E-01
7.173913043478260754e+00,6.004938678916663441e+00,2.869565217391304213e+00,1.200000000000000000e+01,-6.15E-01
1.204347826086956559e+02,5.973488860788181398e+01,1.347826086956521685e+01,3.300000000000000000e+01,7.472290129929155811e-02
2.024782608695652186e+02,1.005836917764674183e+02,1.404347826086956452e+01,4.500000000000000000e+01,7.837000787271551638e-02
1.012173913043478279e+02,5.042902890718539055e+01,1.165217391304347849e+01,3.000000000000000000e+01,-9.64E-02
5.778260869565217206e+01,2.903752512891979265e+01,1.043478260869565233e+01,2.000000000000000000e+01,-9.43E-02
1.903043478260869676e+02,9.586943525754593054e+01,1.286956521739130466e+01,4.700000000000000000e+01,4.737985017094940160e-02
5.652173913043478493e+00,4.978213403988640984e+00,1.608695652173913082e+00,1.100000000000000000e+01,-5.28E-01
1.417391304347825951e+02,6.925723945835052575e+01,1.460869565217391219e+01,3.100000000000000000e+01,1.296159695430018632e-01